PostId,PostCreationDate,OwnerUserId,OwnerCreationDate,ReputationAtPostCreation,OwnerUndeletedAnswerCountAtPostTime,Title,BodyMarkdown,Tag1,Tag2,Tag3,Tag4,Tag5,PostClosedDate,OpenStatus
102398,09/19/2008 14:43:54,11173,09/16/2008 05:51:30,81,6,,,c#,.net,data-structures,heap,priority-queue,,open
102459,09/19/2008 14:50:23,5963,09/11/2008 19:40:07,164,17,,,c++,containers,stl,,,,open
102468,09/19/2008 14:51:37,18922,09/19/2008 14:51:37,1,0,,,algorithm,unique,letter,combinations,,,open
102474,09/19/2008 14:52:16,11802,09/16/2008 11:28:04,1,0,,,svn,cvs,changelog,,,,open
102476,09/19/2008 14:52:32,15948,09/17/2008 13:41:28,41,4,,,web-applications,file-upload,,,,,open
102523,09/19/2008 14:56:48,5056,09/07/2008 15:43:17,1132,79,,,toad,skins,,,,,open
102568,09/19/2008 15:02:28,10261,09/15/2008 21:59:37,1,0,,,perl,syntax,newbie,,,,open
102606,09/19/2008 15:06:25,14645,09/17/2008 01:43:39,1,0,,,xml,xslt,xpath,,,,open
102614,09/19/2008 15:07:32,12281,09/16/2008 13:51:31,1,4,,,c#,winforms,,,,,open
102649,09/19/2008 15:11:33,3012,08/26/2008 11:55:24,574,24,,,dcom,dcomcnfg,,,,,open
102657,09/19/2008 15:12:19,16830,09/17/2008 21:14:24,8,0,,,asp.net,vb.net,.net-2.0,,,,open
102704,09/19/2008 15:17:56,7921,09/15/2008 14:41:58,41,4,,,xmpp,instant-messaging,,,,,open
102778,09/19/2008 15:23:01,3029,08/26/2008 12:41:11,60,13,,,java,apache,authentication,tomcat,java-ee,,open
102788,09/19/2008 15:24:03,15004,09/17/2008 04:58:39,166,8,,,php,encryption,,,,,open
102894,09/19/2008 15:30:43,7211,09/15/2008 13:21:29,88,13,,,google-chrome,javascript,,,,,open
103000,09/19/2008 15:38:18,4605,09/04/2008 19:47:45,81,8,,,asp.net,viewstate,,,,,open
103006,09/19/2008 15:38:59,5932,09/11/2008 17:43:38,63,7,,,c#,gis,,,,,open
103184,09/19/2008 15:54:16,6120,09/12/2008 13:54:06,67,3,,,hash,cryptography,credit-card,,,,open
103225,09/19/2008 15:57:43,7154,09/15/2008 13:16:14,478,15,,,licensing,registration,shareware,open-source,c-c++,,open
103273,09/19/2008 16:03:39,12448,09/16/2008 14:24:12,1,2,,,mobile,,,,,,open
103280,09/19/2008 16:05:34,11698,09/16/2008 10:24:42,149,9,,,c,c++,signal,reentrant,,,open
103347,09/19/2008 16:14:17,15328,09/17/2008 08:21:52,47,6,,,lua,luabind,tolua,c++,scripting,,open
103395,09/19/2008 16:20:28,13676,09/16/2008 20:29:25,171,12,,,version-control,execute,tortisesvn,svn,,,open
103421,09/19/2008 16:23:23,13968,09/16/2008 21:32:38,1,0,,,objective-c,opengl,iphone,,,,open
103453,09/19/2008 16:26:52,3631,08/29/2008 16:06:08,3041,122,,,windows,debugging,dumpfile,,,,open
103480,09/19/2008 16:29:48,18321,09/18/2008 22:26:42,1,0,,,c#,c++,iphone,objectivec,development-environment,,open
103519,09/19/2008 16:35:32,18119,09/18/2008 19:04:59,1,1,,,java,junit,,,,,open
103523,09/19/2008 16:36:11,1536194,09/02/2008 18:08:27,281,14,,,ajax,user-interface,jsf,components,packages,,open
103561,09/19/2008 16:40:53,3262,08/27/2008 15:30:29,98,7,,,visual-studio,coding-style,fxcop,stylecop,,,open
103583,09/19/2008 16:43:42,2025,08/19/2008 20:59:50,1842,130,,,error-handling,php,language-agnostic,,,,open
103654,09/19/2008 16:53:10,12484,09/16/2008 14:32:04,145,12,,,c#,java,c++,language-features,integer,,open
103677,09/19/2008 16:57:07,16371,09/17/2008 16:38:15,27,8,,,.net,database,,,,,open
103688,09/19/2008 16:58:49,299,08/04/2008 13:31:09,807,32,,,visual-studio,reporting-services,reportviewer,,,,open
103723,09/19/2008 17:03:00,16346,09/17/2008 16:24:51,41,6,,,flex,flexbuilder,,,,,open
103725,09/19/2008 17:03:07,19074,09/19/2008 16:57:20,1,0,,,fonts,unicode,vb.net,,,,open
103766,09/19/2008 17:10:58,19090,09/19/2008 17:10:58,1,0,,,database-design,,,,,,open
103791,09/19/2008 17:14:17,2719,08/24/2008 17:12:18,96,10,,,java,eclipse,lotus-notes,,,,open
103848,09/19/2008 17:22:16,2628,08/23/2008 18:34:26,538,17,,,java,,,,,,open
103861,09/19/2008 17:23:18,14731,09/17/2008 02:21:49,211,6,,,java,flash,,,,,open
103938,09/19/2008 17:35:35,7918,09/15/2008 14:41:36,76,14,,,java,code-review,jdbc,findbugs,code-corectness,,open
103945,09/19/2008 17:36:14,2327,08/21/2008 16:44:15,3,3,,,flex,actionscript,mxml,,,,open
104055,09/19/2008 17:49:27,742,08/08/2008 13:33:41,188,6,,,linux,rpm,yum,,,,open
104122,09/19/2008 18:00:40,5882,09/11/2008 14:58:41,154,10,,,windows,resources,windbg,gdi,,,open
104188,09/19/2008 18:12:08,9266,09/15/2008 18:14:08,3,3,,,wmi,,,,,,open
104196,09/19/2008 18:12:55,2137,08/20/2008 14:14:15,11,2,,,code-analysis,,,,,,open
104313,09/19/2008 18:27:18,4761,09/05/2008 13:41:59,1350,71,,,apache,,,,,,open
104330,09/19/2008 18:29:01,10675,09/16/2008 00:52:53,59,2,,,sql,date,query,sql-server,dateadd,,open
104339,09/19/2008 18:29:45,18590,09/19/2008 06:47:12,21,7,,,design,pattern,objective-c,c,switch-statement,,open
104485,09/19/2008 18:50:48,4898,09/06/2008 13:39:41,13,0,,,html,css,,,,,open
104487,09/19/2008 18:51:08,15000,09/17/2008 04:56:57,441,10,,,mod-rewrite,apache,,,,,open
104494,09/19/2008 18:51:45,19184,09/19/2008 18:50:08,1,0,,,tfs,loadtesting,tfs2005,,,,open
104496,09/19/2008 18:52:00,16639,09/17/2008 19:17:37,118,6,,,c,geometry,intersection,,,,open
104520,09/19/2008 18:54:18,3797,08/30/2008 21:52:47,23,16,,,wpf,,,,,,open
104525,09/19/2008 18:55:16,10235,09/15/2008 21:52:15,79,7,,,mssql,sql-server-2000,backup,,,,open
104587,09/19/2008 19:03:12,2024,08/19/2008 20:53:53,11,2,,,java,spring,frameworks,,,,open
104640,09/19/2008 19:10:41,5586,09/10/2008 14:23:04,8,0,,,eclipse,eclipse-wtp,,,,,open
104661,09/19/2008 19:12:11,30018,10/21/2008 16:17:51,168,6,,,unicode,ms-office,,,,,open
104791,09/19/2008 19:25:44,9940,09/15/2008 20:31:33,42,0,,,oracle,sql-loader,,,,,open
104837,09/19/2008 19:32:51,19224,09/19/2008 19:29:32,1,0,,,ruby-on-rails,session,cross-server,,,,open
104844,09/19/2008 19:34:43,8117,09/15/2008 15:12:42,1,0,,,unmanaged,c++,default,printing,,,open
104872,09/19/2008 19:38:04,19232,09/19/2008 19:38:04,1,0,,,php,curl,protx,,,,open
104892,09/19/2008 19:41:07,7659,09/15/2008 14:09:44,31,9,,,logging,webserver,sun,loadbalancing,,,open
104968,09/19/2008 19:51:24,19240,09/19/2008 19:51:24,1,0,,,bsd,x11,lgpl,licensing,,,open
104971,09/19/2008 19:51:56,10675,09/16/2008 00:52:53,71,2,,,sql,query,date,select,,,open
105014,09/19/2008 19:58:05,9236,09/15/2008 18:09:29,314,9,,,c++,mutable,,,,,open
105022,09/19/2008 19:59:01,2459,08/22/2008 12:05:52,44,1,,,debugging,windows-vista,windbg,,,,open
105024,09/19/2008 19:59:30,18836,09/19/2008 13:28:19,1,1,,,windows,installer,msi,,,,open
105031,09/19/2008 20:00:40,13713,09/16/2008 20:35:30,16,3,,,c#,memory,performancecounter,,,,open
105360,09/19/2008 20:33:43,1100,08/12/2008 11:58:29,130,6,,,odbc,connection-pooling,,,,,open
105499,09/19/2008 20:47:36,19146,09/19/2008 18:19:23,1,1,,,wcf,,,,,,open
105504,09/19/2008 20:47:55,71,08/01/2008 15:05:56,2657,148,,,.net,performance,,,,,open
105572,09/19/2008 20:58:02,19302,09/19/2008 20:58:01,1,0,,,sql,php,collation,utf-8,,,open
105609,09/19/2008 21:03:37,5056,09/07/2008 15:43:17,1169,80,,,c#,enums,casting,,,,open
105642,09/19/2008 21:08:46,19306,09/19/2008 21:02:45,1,0,,,ado.net,c#,timeout,,,,open
10000701,04/03/2012 20:15:56,218540,11/25/2009 11:52:30,2716,89,,,c#,winforms,.net-4.0,,,,open
10000703,04/03/2012 20:16:04,468539,10/06/2010 22:37:05,402,3,,,c++,if-statement,,,,,open
10000739,04/03/2012 20:18:22,1160807,01/20/2012 14:30:11,1,0,,,android,admob,advertising,adsense,,,open
9999238,04/03/2012 18:32:29,1216288,02/17/2012 13:05:10,40,1,,,c#,asp.net,nhibernate,,,,open
105724,09/19/2008 21:19:53,2535,08/22/2008 17:36:15,83,6,,,c#,substring,padleft,,,,open
105778,09/19/2008 21:27:04,17746,09/18/2008 14:24:09,123,19,,,data-modeling,drawing,,,,,open
105838,09/19/2008 21:36:12,19324,09/19/2008 21:27:54,1,1,,,education,recursion,,,,,open
105959,09/19/2008 21:53:29,14834,09/17/2008 03:16:41,1,0,,,xna,,,,,,open
106045,09/19/2008 22:08:51,13430,09/16/2008 19:01:50,27,4,,,linux,web-services,,,,,open
106117,09/19/2008 22:23:34,16204,09/17/2008 15:22:39,600,21,,,c++,,,,,,open
106251,09/19/2008 22:51:47,1396,08/15/2008 04:14:04,121,6,,,ruby,ruby-on-rails,rubyonrails,,,,open
106340,09/19/2008 23:18:21,17176,09/18/2008 03:45:41,185,25,,,visual-studio,.net,,,,09/20/2011 01:41:17,not constructive
106383,09/19/2008 23:29:04,16866,09/17/2008 21:41:28,8,1,,,c#,classes,derived,,,,open
106395,09/19/2008 23:31:15,13954,09/16/2008 21:26:44,21,7,,,flash,,,,,,open
106401,09/19/2008 23:33:56,5726,09/11/2008 04:45:12,66,4,,,soap,php,wsdl,xmlschema,,,open
106405,09/19/2008 23:34:19,19235,09/19/2008 19:44:40,174,9,,,c++,c,unix,gnu,autotools,,open
106419,09/19/2008 23:38:53,14334,09/16/2008 23:14:48,1,0,,,search-engine,development-environment,,,,07/18/2012 10:20:30,off topic
106439,09/19/2008 23:43:58,4831,09/05/2008 20:11:54,11,2,,,c#,.net,linq,client-applications,,,open
106470,09/19/2008 23:57:21,7734,09/15/2008 14:19:11,21,16,,,msvc6,,,,,,open
106473,09/19/2008 23:57:42,17123,09/18/2008 02:10:11,71,8,,,debugging,templates,velocity,vtl,,,open
106484,09/20/2008 00:01:59,15884,09/17/2008 13:21:10,51,8,,,hash,arrays,sorting,awk,,,open
106509,09/20/2008 00:09:30,6600,09/15/2008 12:20:42,53,5,,,asp.net,webforms,ajax,javascript,,,open
106563,09/20/2008 00:32:01,4790,09/05/2008 16:00:28,156,9,,,command-line,cygwin,,,,,open
106581,09/20/2008 00:38:31,18905,09/19/2008 14:33:22,1,0,,,rtos,embedded,cross-platform,,,,open
106591,09/20/2008 00:41:02,16759,09/17/2008 20:30:08,21,4,,,java,keywords,volatile,,,,open
106599,09/20/2008 00:44:26,2744,08/24/2008 20:43:50,70,2,,,.net,serialization,c#,,,,open
106623,09/20/2008 00:51:31,9871,09/15/2008 20:17:11,11,2,,,java,jvm,random,class-loading,,,open
9787899,03/20/2012 13:38:34,803127,06/17/2011 11:25:06,280,16,,,.net,asp.net-mvc-3,,,,,open
9787903,03/20/2012 13:38:42,1280972,03/20/2012 13:15:28,1,0,,,php,,,,,,open
106725,09/20/2008 01:39:48,19435,09/20/2008 01:27:11,1,0,,,python,packaging,,,,,open
106765,09/20/2008 01:55:28,4911,09/06/2008 14:52:31,23,6,,,c#,windows-services,update,upgrade,automatic,,open
106864,09/20/2008 02:53:40,19456,09/20/2008 02:44:48,1,0,,,adobe,captivate,adobe-captivate,,,,open
106965,09/20/2008 03:28:50,2712,08/24/2008 16:52:09,1,0,,,c#,.net,networking,io,,,open
107019,09/20/2008 03:51:51,9908,09/15/2008 20:23:03,48,2,,,management,p2p,communication,,,04/05/2012 13:08:39,not constructive
107049,09/20/2008 04:04:34,4923,09/06/2008 17:52:41,11,3,,,iphone,mobile,blackberry,iemobile,,,open
107062,09/20/2008 04:12:20,14860,09/17/2008 03:36:45,581,47,,,gridcomputing,,,,,,open
107066,09/20/2008 04:14:18,18658,09/19/2008 08:49:09,278,27,,,visual-studio,version-control,code-review,quality,,,open
107132,09/20/2008 04:43:32,1638,08/17/2008 17:58:57,973,79,,,database,database-design,mssql,,,,open
107196,09/20/2008 05:09:49,838,08/09/2008 08:08:30,344,13,,,c#,visual-studio,build-process,.net,,,open
10420336,05/02/2012 19:26:16,1248607,03/04/2012 20:34:32,21,1,,,eclipse,opengl,,,,,open
10420338,05/02/2012 19:26:19,346115,05/20/2010 12:59:24,187,7,,,android,google-app-engine,tornado,accountmanager,google-account,,open
107314,09/20/2008 05:53:50,19506,09/20/2008 05:53:50,1,0,,,unit-testing,selenium,extjs,web-testing,,,open
107382,09/20/2008 06:30:04,15075,09/17/2008 05:43:16,7,7,,,regex,c#,regular-expressions,,,,open
107552,09/20/2008 07:46:55,2387,08/22/2008 00:37:24,305,31,,,vmware,virtualization,virtual-pc,virtualbox,,,open
107566,09/20/2008 07:53:19,16417,09/17/2008 17:02:31,113,15,,,security,ssl,,,,,open
107794,09/20/2008 10:05:18,7028,09/15/2008 13:02:20,380,38,,,visual-studio-team-system,svn,import-export,version-control,repost,,open
408810,01/03/2009 09:22:50,46914,12/17/2008 03:40:18,470,40,,,python,wxpython,exception-handling,wxwidgets,,,open
107919,09/20/2008 11:14:48,15139,09/17/2008 06:31:12,31,7,,,unit-testing,tdd,mocking,suggestions,enterprise-development,,open
107964,09/20/2008 11:44:41,1368,08/14/2008 18:57:47,426,12,,,css,,,,,,open
107984,09/20/2008 11:56:38,31505,2008-09-01,1541,45,,,unicode,toad,,,,,open
108010,09/20/2008 12:15:01,11912,09/16/2008 12:14:52,1,0,,,asp.net,c#,xml,,,,open
108059,09/20/2008 12:52:18,19608,09/20/2008 12:47:20,1,0,,,java-ee,struts,,,,,open
108149,09/20/2008 13:30:35,16039,09/17/2008 14:16:07,76,10,,,css,html,input,browse,,,open
108183,09/20/2008 13:43:21,12523,09/16/2008 14:39:36,90,10,,,c,io,signal,broken-pipe,sigpipe,,open
108193,09/20/2008 13:46:52,12785,09/16/2008 15:42:10,1,1,,,django,python,query,,,,open
108276,09/20/2008 14:20:00,14747,09/17/2008 02:31:45,1,0,,,flash,url,actionscript,audio,urlrequest,,open
108292,09/20/2008 14:24:51,16099,09/17/2008 14:42:19,11,1,,,email,smtp,reverse-dns,spf,,,open
108320,09/20/2008 14:35:11,19268,09/19/2008 20:15:47,8,0,,,asp.net-mvc,,,,,,open
108346,09/20/2008 14:41:23,19638,09/20/2008 14:32:40,1,0,,,vb.net,,,,,,open
108399,09/20/2008 14:59:38,1196,08/13/2008 12:33:04,5294,364,,,database,embedded,isolated-storage,,,,open
108405,09/20/2008 15:01:49,13376,09/16/2008 18:40:40,21,2,,,asp.net,,,,,,open
108429,09/20/2008 15:09:19,11361,09/16/2008 07:25:28,21,9,,,documentation,helpfile,sandcastle,,,,open
108435,09/20/2008 15:11:42,19636,09/20/2008 14:27:30,11,2,,,.net,berkeley-db,hashtable,binarytree,dht,,open
108445,09/20/2008 15:14:49,2484,08/22/2008 13:36:36,1,0,,,mssql,,,,,,open
108518,09/20/2008 15:39:54,17675,09/18/2008 13:28:35,41,6,,,c++,winapi,encryption,rsa,,,open
108537,09/20/2008 15:47:51,7780,09/15/2008 14:24:14,97,16,,,lisp,common-lisp,,,,,open
108604,09/20/2008 16:17:56,15054,09/17/2008 05:31:20,138,7,,,project-management,cost,estimation,,,,open
108682,09/20/2008 16:40:59,9634,09/15/2008 19:25:38,302,19,,,svn,,,,,,open
108687,09/20/2008 16:41:23,1368,08/14/2008 18:57:47,426,12,,,css,,,,,,open
108699,09/20/2008 16:44:52,2327,08/21/2008 16:44:15,3,3,,,php,database,orm,,,,open
108777,09/20/2008 17:15:21,4653,09/05/2008 00:53:33,78,1,,,c#,datagridview,,,,,open
108819,09/20/2008 17:33:26,16440,09/17/2008 17:11:28,23,3,,,c#,algorithm,string,random,,,open
108866,09/20/2008 17:50:20,7748,09/15/2008 14:20:11,11,5,,,c,,,,,,open
108927,09/20/2008 18:27:11,13139,09/16/2008 17:19:33,23,2,,,computer-science,self-improvement,education,,,10/28/2011 14:29:09,not constructive
108971,09/20/2008 18:45:45,6156,09/12/2008 17:37:35,1,0,,,c#,.net,64bit,x64,,,open
109070,09/20/2008 19:23:10,14101,09/16/2008 21:59:19,85,5,,,.net,abstraction,mono,operating-system,max,,open
109087,09/20/2008 19:30:24,422,08/05/2008 15:11:55,1171,51,,,python,class-variables,methods,,,,open
109141,09/20/2008 19:49:40,13394,09/16/2008 18:46:51,18,1,,,requirements,backlog,project-management,product-management,,,open
109215,09/20/2008 20:14:20,18210,09/18/2008 20:23:25,148,6,,,language,bad-habits,,,,,open
109293,09/20/2008 20:35:55,2525,08/22/2008 16:18:42,1071,44,,,asp.net,security,,,,,open
109364,09/20/2008 20:56:31,16509,09/17/2008 17:46:32,331,24,,,graphics,2d,csg,bezier,clip,,open
109399,09/20/2008 21:08:18,7831,09/15/2008 14:31:00,266,34,,,javascript,windows,compiler,desktop,platform,,open
109409,09/20/2008 21:10:44,3289,08/27/2008 17:27:05,142,2,,,asp.net,,,,,,open
109429,09/20/2008 21:15:50,7439,09/15/2008 13:44:47,143,13,,,iphone,objective-c,application,,,,open
109440,09/20/2008 21:17:38,19392,09/19/2008 23:25:24,1,1,,,git,hosting,,,,03/06/2012 14:58:57,off topic
109488,09/20/2008 21:30:04,10708,09/16/2008 01:12:33,63,9,,,html,css,layout,,,,open
109528,09/20/2008 21:46:51,1681,08/18/2008 00:05:33,53,4,,,ruby-on-rails,helper,unit-testing,,,,open
9981698,04/02/2012 18:23:05,785349,06/06/2011 04:20:32,815,22,,,java,css,regex,,,,open
109618,09/20/2008 22:28:26,2284,08/21/2008 13:18:51,2838,124,,,html,css,,,,,open
109710,09/20/2008 23:04:16,9232,09/15/2008 18:08:39,195,26,,,linux,kernel,macros,,,,open
109759,09/20/2008 23:26:09,6432,09/15/2008 09:51:05,33,4,,,ruby-on-rails,plugins,ar-mailer,smtp,,,open
109761,09/20/2008 23:27:25,9789,09/15/2008 19:58:29,64,7,,,trac,lighttpd,fcgi,,,,open
109810,09/20/2008 23:52:06,19802,09/20/2008 23:39:34,1,0,,,c#,database,networking,,,,open
109861,09/21/2008 00:16:27,12765,09/16/2008 15:39:16,28,4,,,mysql,postgresql,,,,,open
109937,09/21/2008 01:28:06,204,08/03/2008 13:27:56,829,37,,,c,c++,objectivec,,,,open
109948,09/21/2008 01:32:54,14013,09/16/2008 21:41:41,1,1,,,java,compiler,xcode,,,,open
10660932,05/18/2012 23:23:11,165711,08/30/2009 20:50:05,824,20,,,entity-framework,ef-code-first,knockout.js,knockout-2.0,upshot,,open
110121,09/21/2008 03:08:58,15537,09/17/2008 10:16:53,174,12,,,.net,inheritance,collections,,,,open
110205,09/21/2008 03:53:57,1368,08/14/2008 18:57:47,441,12,,,git,,,,,,open
110271,09/21/2008 04:50:18,8786,09/15/2008 16:52:34,165,24,,,2d,graphics,media,,,,open
110328,09/21/2008 05:34:46,16485,09/17/2008 17:35:56,11,8,,,java,oop,,,,,open
110354,09/21/2008 05:54:09,15059,09/17/2008 05:33:47,12,1,,,javascript,css,,,,,open
110378,09/21/2008 06:15:13,2592,08/23/2008 12:32:00,86,7,,,python,html,django,,,,open
110536,09/21/2008 08:24:04,6600,09/15/2008 12:20:42,99,7,,,c#,.net,lambda,,,,open
110567,09/21/2008 08:48:45,2954,08/26/2008 08:53:06,1130,52,,,testing,books,software-engineering,,,,open
110574,09/21/2008 08:58:01,13967,09/16/2008 21:31:46,102,6,,,free,tabs,ftp-client,,,,open
110584,09/21/2008 09:03:58,19884,09/21/2008 08:46:27,1,0,,,wss,sharepoint,,,,,open
110587,09/21/2008 09:04:24,11710,09/16/2008 10:29:28,39,2,,,triggers,clob,sql,compare,,,open
110736,09/21/2008 10:32:00,18658,09/19/2008 08:49:09,510,48,,,.net,embedded,.net-micro-framework,,,,open
110781,09/21/2008 11:09:56,19899,09/21/2008 09:57:02,1,3,,,gnuradio,,,,,,open
110801,09/21/2008 11:23:40,9411,09/15/2008 18:43:54,51,7,,,perl,cpan,,,,,open
110867,09/21/2008 12:13:44,15537,09/17/2008 10:16:53,180,12,,,.net,vs2008,designer,winforms,,,open
110876,09/21/2008 12:18:43,15054,09/17/2008 05:31:20,160,10,,,project-management,principles,,,,,open
110920,09/21/2008 12:37:59,19935,09/21/2008 12:24:54,1,0,,,windows,change,hostname,file-level,mounted-image,,open
110927,09/21/2008 12:42:17,11705,09/16/2008 10:27:19,140,33,,,mysql,postgresql,database,java-ee,,06/08/2012 15:08:23,not constructive
110973,09/21/2008 13:01:48,18854,09/19/2008 13:43:18,1,3,,,xna,zxspectrum,,,,,open
111031,09/21/2008 13:36:45,3713,08/30/2008 09:06:27,330,28,,,version-control,comparison,dvcs,,,04/05/2012 13:10:39,not constructive
11374832,07/07/2012 12:03:18,6463,09/15/2008 10:28:59,2394,83,,,web-applications,mobile,,,,,open
11374852,07/07/2012 12:06:37,682662,03/29/2011 18:39:22,986,3,,,java,jsp,applet,,,,open
111203,09/21/2008 15:18:33,44972,09/02/2008 10:00:56,62,1,,,c#,,,,,,open
111263,09/21/2008 15:47:46,1284,08/14/2008 11:34:29,109,17,,,.net,visual-studio,inversion-of-control,castle-windsor,,,open
111341,09/21/2008 16:19:50,6939,09/15/2008 12:52:05,1,0,,,sql-server,join,t-sql,,,,open
111345,09/21/2008 16:21:20,15716,09/17/2008 12:11:20,26,1,,,.net,c#,,,,,open
111386,09/21/2008 16:44:32,19159,09/19/2008 18:29:18,10,0,,,ssl,kerberos,traffic,netmon,,,open
111405,09/21/2008 16:57:07,11464,09/16/2008 08:13:57,1,0,,,windows-vista,crash,miktex,,,,open
111461,09/21/2008 17:22:23,19688,09/20/2008 16:31:42,1,0,,,c#,oop,properties,,,,open
111578,09/21/2008 18:13:46,16398,09/17/2008 16:52:11,141,13,,,platform-agnostic,mecurial,version-control,,,,open
111597,09/21/2008 18:18:36,2424,08/22/2008 04:09:40,300,30,,,.net,exception-handling,,,,,open
111603,09/21/2008 18:19:30,7053,09/15/2008 13:04:53,6,0,,,audio,directshow,winapi,windows,,,open
111665,09/21/2008 18:40:18,1695,08/18/2008 02:49:06,2312,127,,,project-management,agile,estimation,,,,open
111744,09/21/2008 19:01:21,1695,08/18/2008 02:49:06,2317,128,,,winforms,controls,,,,,open
111769,09/21/2008 19:07:23,14690,09/17/2008 02:04:20,497,58,,,install,gentoo,,,,,open
111910,09/21/2008 19:58:01,20048,09/21/2008 19:58:01,1,0,,,vb.net,version-control,,,,,open
111945,09/21/2008 20:11:05,161922,09/15/2008 21:12:35,1,2,,,python,http,put,httpput,,,open
112121,09/21/2008 20:55:38,20075,09/21/2008 20:55:38,1,0,,,naming-conventions,,,,,,open
112131,09/21/2008 20:57:07,18309,09/18/2008 22:13:45,215,11,,,project-management,time-management,,,,,open
112162,09/21/2008 21:05:21,7439,09/15/2008 13:44:47,203,14,,,blogs,twitter,comments,customization,,,open
112169,09/21/2008 21:07:57,17037,09/18/2008 00:46:38,128,11,,,shellexecute,google-chrome,,,,,open
112227,09/21/2008 21:25:23,20085,09/21/2008 21:25:23,1,0,,,c#,outlook,office,.net,,,open
112318,09/21/2008 22:09:18,15798,09/17/2008 12:49:39,8,0,,,performance,sharepoint,,,,,open
112358,09/21/2008 22:27:03,9099,09/15/2008 17:43:43,13,1,,,object,oriented,modeling,design,python,,open
112479,09/21/2008 23:07:53,14637,09/17/2008 01:40:17,955,69,,,programming-languages,,,,,,open
112518,09/21/2008 23:23:41,12643,09/16/2008 15:04:33,626,26,,,.net,wpf,datagrid,,,,open
112613,09/22/2008 00:06:38,13195,09/16/2008 17:35:49,8,1,,,git,http-status-code-403,instaweb,,,,open
112625,09/22/2008 00:15:10,15537,09/17/2008 10:16:53,207,12,,,c#,.net,,,,,open
112663,09/22/2008 00:31:53,12570,09/16/2008 14:46:27,1,4,,,embedded,comparison,operating-system,trade-study,,,open
112695,09/22/2008 00:48:38,658,08/07/2008 15:07:47,4001,171,,,friendly-url,url,semantic,,,,open
112721,09/22/2008 00:58:25,16779,09/17/2008 20:39:07,323,16,,,javascript,ruby-on-rails,jquery,rubyonrails,scriptaculous,,open
112727,09/22/2008 00:59:59,16203,09/17/2008 15:22:38,446,23,,,optimization,,,,,,open
112786,09/22/2008 01:41:42,4376,09/03/2008 09:30:40,248,23,,,php,performance,scalability,,,,open
112802,09/22/2008 01:48:27,5728,09/11/2008 05:20:15,219,19,,,c,linux,,,,,open
112839,09/22/2008 02:03:55,19839,09/21/2008 03:13:30,1,0,,,merge,git-svn,conflict,no-branch,,,open
112854,09/22/2008 02:08:35,15441,09/17/2008 09:20:36,15,2,,,java,gui,swing,netbeans,eclipse,,open
112861,09/22/2008 02:12:18,9611,09/15/2008 19:21:17,510,33,,,qt,,,,,,open
112946,09/22/2008 02:53:12,3153,08/27/2008 02:45:05,2475,85,,,c++,windows,vc++,unc,lan,,open
112974,09/22/2008 03:05:14,18437,09/19/2008 01:34:52,1,1,,,continuous-integration,code-review,,,,,open
112975,09/22/2008 03:05:58,11137,09/16/2008 05:27:52,92,4,,,c#,.net,web,path,relative,,open
113025,09/22/2008 03:23:39,23903,09/16/2008 16:05:24,51,1,,,sorting,,,,,,open
113121,09/22/2008 04:05:14,6309,09/13/2008 22:22:33,480,47,,,software-tools,productivity,tail,logging,,03/25/2011 11:54:23,not constructive
113185,09/22/2008 04:30:19,3715,08/30/2008 09:17:39,278,25,,,python,ubuntu,1wire,,,,open
113206,09/22/2008 04:37:35,16144,09/17/2008 15:02:00,1,1,,,programming-languages,osx,windows,linux,widgets,,open
113275,09/22/2008 05:12:57,12448,09/16/2008 14:24:12,60,3,,,ruby-on-rails,unit-testing,shoulda,,,,open
113282,09/22/2008 05:18:01,9510,09/15/2008 19:01:05,33,3,,,scrum,,,,,,open
113288,09/22/2008 05:20:02,20208,09/22/2008 05:14:09,1,0,,,winapi,service,,,,,open
113423,09/22/2008 06:16:04,15161,09/17/2008 06:42:07,56,4,,,secure,home,backups,,,,open
113534,09/22/2008 07:02:04,20211,09/22/2008 05:25:01,1,1,,,python,function,split,,,,open
113565,09/22/2008 07:11:16,14611,09/17/2008 01:31:02,1,0,,,exception-handling,,,,,,open
113702,09/22/2008 07:55:08,20273,09/22/2008 07:50:02,1,0,,,drupal,,,,,,open
113717,09/22/2008 07:59:26,20278,09/22/2008 07:56:20,1,0,,,browser,history,publications,,,,open
113866,09/22/2008 08:51:29,11374,09/16/2008 07:29:20,75,7,,,visual-studio,,,,,,open
113886,09/22/2008 08:57:59,11708,09/16/2008 10:28:42,33,3,,,linux,ftp,commandline,,,,open
113906,09/22/2008 09:04:07,12291,09/16/2008 13:54:28,265,11,,,windows,gui,api,,,,open
113928,09/22/2008 09:10:02,14777,09/17/2008 02:45:21,223,14,,,c#,linq,linq-to-sql,,,,open
113989,09/22/2008 09:35:03,11492,09/16/2008 08:33:50,137,8,,,.net,fonts,,,,,open
114010,09/22/2008 09:42:11,9777,09/15/2008 19:56:37,109,12,,,c#,anonymous-objects,reflection,,,,open
114112,09/22/2008 10:11:48,2592,08/23/2008 12:32:00,173,12,,,django,python,deployment,,,,open
114192,09/22/2008 10:41:34,8683,09/15/2008 16:35:46,168,11,,,ruby,rubyonrails,persistence,,,,open
114214,09/22/2008 10:49:43,16070,09/17/2008 14:28:02,51,1,,,python,,,,,,open
