PostId,PostCreationDate,OwnerUserId,OwnerCreationDate,ReputationAtPostCreation,OwnerUndeletedAnswerCountAtPostTime,Title,BodyMarkdown,Tag1,Tag2,Tag3,Tag4,Tag5,PostClosedDate,OpenStatus
9942016,03/30/2012 11:25:05,1197249,02/08/2012 13:13:30,310,0,Using AtomicInteger safely to check first,"How can I do ""check-then-act"" in an `AtomicInteger` variable?  
I.e. what is the most safe/best way to check the value of such a variable first and inc/dec depending on result?   
E.g. (in high level)  
`if(count < VALUE) count++;` //atomically using `AtomicInteger`",java,multithreading,concurrency,atomic,,,open
10942255,06/08/2012 02:08:10,1004573,10/20/2011 06:14:46,20,0,Tiny MCE Multiple Instances Submit Trigger Save Problems,"Hi guys I have a problem with Tiny MCE's plugin at the moment.

I have a form where I have multiple instances of Tiny MCE Editors and I need to save the text that is in it. Originally, what happened was that my form would not submit the data in the TinyMCE editors. I have searched up forums and one solution suggested was that I perform tinyMCE.triggerSave() on submit.

I have put that code as in below, however, it still does not do what I expected to do, that is taking what I entered in the data and submitting those with the form submisson.

    $('form').live('submit', function(e){
       // a tiny MCE field exists
        if($('.tinymce').get(0)){
            alert('Triggering Save....');
            tinyMCE.triggerSave();
            alert('Triggered Save! :)');
        }
    });

My question is what other solutions are out there to solve this problem, and If it can't be solved by tinyMCE, is there another editor plugin that will support multiple instances and submit those values on submit.

Any answers will be appreciated.
Thanks guys.",javascript,tinymce,form-submit,multiple-instances,,,open
1749287,11/17/2009 14:32:00,136281,07/10/2009 13:29:55,14,0,how linux run  different microprocessors,"  how linux run different processors, linux kernal compiled using corresponing  compilers,so it run different micprocessors like intel, Sun sparc,MIPS?",linux,,,,,11/17/2009 14:36:19,not a real question
419776,01/07/2009 09:53:01,45603,08/25/2008 09:52:34,920,43,Modal operation using IMessageFilter and DoEvents,"This is a Windows Forms application. I have a function which captures some mouse events modally till a condition is met. For example, I would like to wait for the user to select a point in the window's client area (or optionally cancel the operation using the Escape key) before the function returns. I am using the following structure:

    Application::AddMessageFilter(someFilter);
    while(someFilter->HasUserSelectedAPoint_Or_HitEscapeKey()){
       Application::DoEvents();
    }
    Application::RemoveMessageFilter(someFilter);

This works quite nicely except for taking up nearly 100% CPU usage when control enters the while loop.

What is the right way to use `IMessageFilter`? How do I surrender control to the OS till a message is received? Any `GetMessage` equivalent in the managed world?",winforms,winapi,windows,gui,,,open
9519663,03/01/2012 16:08:45,1136594,01/08/2012 01:08:48,52,0,javascript dateTime - the same format as server,"I have an ajax call, which returns datetime. Javascript displays it using client timezone. I not need in any client timezone, I want to show datetime the same as server return. Is it possible?

I get date via:

    var d = eval('new' + date.replace(/\//g, ' '));",javascript,datetime,,,,,open
10593281,05/15/2012 01:58:06,775602,05/30/2011 01:00:50,97,6,Html 5 vs other technologies,"I have been reading a lot of stuff about HTML 5 recently. Something still looks very fuzzy to me and I hope somebody can help me understand it better.

Is HTML 5 for the ""technology"" to create the UI only? If I need to create an application to access bank accounts, how is it possible that HTML 5 will replace all other technologies? I mean there must be some kind of web service that the application has to use to access the data on the server and I can't see how that piece can be done with HTML 5.
",html5,,,,,05/18/2012 17:15:30,not constructive
11709753,07/29/2012 13:49:53,1494342,07/01/2012 14:12:11,1,0,how to save an NSInteger in NSUserDefaults,"I am trying to save an NSInteger (label) into NSUserDefaults but I have not found a way to do this is it even possibel

Saving the data

    [[NSUserDefaults standardUserDefaults] setInteger:label forKey:@""key1""];

Retrieving the data

    - (void)viewDidLoad {
	label = [[NSUserDefaults standardUserDefaults] integerForKey:@""key1""];
    [super viewDidLoad];",c++,objective-c,xcode,nsuserdefaults,nsinteger,07/30/2012 14:37:14,not a real question
9198866,02/08/2012 17:59:37,660668,03/15/2011 13:41:36,68,1,Merging data between 2 separate Oracle databases,"I've got two separate, unconnected and unconnectable Oracle databases. I need to get information from one to the other as quickly and painlessly as possible.

Typically what I've done up until now when in this situation is create a staging area for the data that needs to be imported (essentially a temporary table just for storing the data until I'm done merging). I copy _all_ of the data that _might_ be needed from the source to that staging area. Then I merge the data as I would if the two tables were connected, meaning of course that I can filter out whatever data I don't need at that time.

Here's the problem in my current case. The source table is _extremely_ large and entirely _un-indexed_ (something over which I have no control, ugh). That means it takes **forever** to get the necessary data if I don't filter it in some way. In addition the destination table really only needs a relatively small subset of the data to do what it needs to do, maybe ten thousand or so distinct rows at a time. In this case I don't want to copy _all_ of the data that _might_ be needed. I just want to copy over the _exact_ data that will be needed, or as close to that as possible.

**tl:dr version**

**Exactly how do I limit my select on the source table based on what I need in the destination table if they can't communicate with each other?**

For example, I might select ID's for the data that is needed in the destination and build the query for the source table based on that. However, that might result in a query with many thousands of OR clauses in it:

    SELECT x, y FROM z WHERE (ID = 1 OR ID = 2 ... OR ID = 10000 OR ID = 10001...)

Or something like that. Is there a better way of doing it?",database,oracle,query,,,,open
7939739,10/29/2011 15:16:51,871202,07/31/2011 02:04:31,293,2,What really is a PNG?,"So I asked this question earlier:

http://stackoverflow.com/questions/7937068/css-box-shadow-not-truly-transparent

And I realize that I do not really know what a .png file is. .bmps are just uncompressed bitmaps, .jpgs are bitmaps compressed using the special jpeg algorithm, and I thought .pngs were just bitmaps compressed losslessly using some special png algorithm.

However, it turns out .pngs can be indexed colors like gifs (still losslessly?) and Adobe Fireworks can make special ""Fireworks PNG""s which are editable, letting the user drag and drop stuff around the image a.l.a. MS Word document but still allowing them to be readable by ""standard"" image processing stuff (browsers, paint.net, etc.) as a normal .png.

What gives? Clearly there is way more to the .png format than just losslessly compressed bitmaps.",image,compression,png,format,fireworks,11/12/2011 19:04:15,off topic
4653118,01/11/2011 00:44:10,460025,09/27/2010 23:07:53,1,0,hidden iframe issue with iphone safari,"Safari iphone/ipad doesn't honor 0px for width and height on an iframe and puts a big one.

Has anyone seen that or found a fix other than setting display to none since 0px seems to work on all the browsers.

",javascript,html,,,,,open
4794520,01/25/2011 14:19:34,588855,08/06/2010 17:52:56,142,1,Multiple inheritance in C++,"As you know, C++ allows `multiple inheritance`. But, would it be a good programming approach to use multiple inheritance or it should be avoided?

Thanks.",c++,multiple-inheritance,,,,01/25/2011 14:22:50,not a real question
10608886,05/15/2012 21:07:14,359862,06/06/2010 19:55:32,3852,47,2 simple regex questions,"**Question 1.**


    String matchedKey = ""sessions.0.something.else"";
    Pattern newP = Pattern.compile(""sessions\\.([^\\.]+)(\\..+)"");
    m = newP.matcher(matchedKey);
    
    System.out.println(m.group(1)); // has nothing. Why?

    sessions\\. // word ""sessions"" followed by .
    ([^\\.]+)   // followed by something that is not a literal . at least once
    (\\..+)     // followed by literal . and anything at least once

I would have expected for m.group(1) to be 0

**Question 2**

    String mask = ""sessions.{env}"";
    String maskRegex = mask.replace(""."", ""\\\\."").replace(""env"", ""(.+)"")
                                       .replace(""{"", """").replace(""}"", """");
    // produces mask ""sessions\\.(.+))""

When used as 

    Pattern newP = Pattern.compile(""sessions\\.(.+))""); // matches  matchedKey (above)
    Pattern newP = Pattern.compile(maskRegex);          // does not match matchedKey (above)

Why is that?",java,regex,,,,,open
9637702,03/09/2012 16:38:39,1259730,03/09/2012 16:28:47,1,0,how do i send variables from form to form in C#,"i need help.
how do i send variables from form1 to form2.   
i need to send two strings and one int from form1   
to form2 and then use them in three separate textboxses 

im a biginner so keep it simple
 
thanks for the help.",c#,forms,,,,03/10/2012 17:42:04,not a real question
5119781,02/25/2011 16:28:46,472677,10/11/2010 20:50:32,1,1,Audio Stream URLs and Problem Solving Stream URLs,"I thought I would share what I went through. This is not a question.  We solved a problem.  I’m sure old media server hounds know about this.  I didn’t.  I hope this saves you time in the future.

Problem: My customer’s Shoutcast listing went away but their provider didn’t. (Shoutcast has listings for many stations as a convenience.  My customer’s used to be: 
http: //yp.shoutcast.com/sbin/tunein-station.pls?id=3012xxx and then it went away!  Their station didn’t.

We were left with several URLs provided us by the station and none of them played via our player.  Within each .pls, .ram file, the same URL was listed (see note) - something like this:

http: //74.53.186.162:9082/

How did we solve the problem?

On the Shoutcast console page above, there is a listen link.  It refers to a URL with a .pls extension.  It also shows the sample rate, number of current listeners, etc.  The URL worked. 

What made this interesting is that file located at that URL actually was a .pls text file with the original URL (something like http: //74.53.186.162:9082/) !

What did I learn?

1. Shoutcast servers know what kind of client is accessing their data.  I would assume the same to be true of IceCast servers.  How did I know?  The circular URL reference.  This means that your player parses text files first much like your browser looks at the mime type.
2. Media player classes that you use in code can be really dumb.  They’re sensitive to mime types, bit rates, extension names, etc.
3. If I have the .pls or other media file, I can use them locally.
4. Hard coded IP addresses are just as bad as they ever were.  Unfortunately, developers don’t have much control over this.

Note: Audio Streams with .pls, .ram, etc are text files that have URLs in them to the actual stream.  The text file has other meta data as well.  If you take the raw URL from the txt file and launch it, you might get a Shoutcast Server interface that gives you stream information that your player might use.  (When viewing a radio station’s website, you can sometimes find the stream URL in the player’s launch parms.  Sometimes they can be different.)",java,android,,,,06/27/2011 17:13:22,not a real question
8015535,11/04/2011 20:47:20,521818,11/26/2010 21:47:55,21,0,"Ruby Dynamic Classes. How to fix ""warning: class variable access from toplevel""","I'm trying to write a program that dynamically defines ruby classes based on configuration read from a file. I know I can use Class.new to do this. Here's an example program:

<pre><code>x = [1,2,3]

Test = Class.new do
  @@mylist = x

  def foo
    puts @@mylist
  end
end

Test.new.foo
</code></pre>

When I run this I get the following output:

<pre><code>c:/utils/test.rb:4: warning: class variable access from toplevel
c:/utils/test.rb:7: warning: class variable access from toplevel
1
2
3</code></pre>

Does anyone know what causes these warnings and how I can get rid of them?

Thanks in advance!",ruby,oop,dynamic,,,,open
5131732,02/27/2011 06:03:46,636212,02/27/2011 06:03:46,1,0,Infrastructure for high transactional system (language & hosting suggestion help),"Some of our friends (University students) are trying to develop a twitter type application, I want to plan for at least 1000 transactions per second (I know it's wishful thinking) for initial launch. This involves several people connecting and getting updates and posting (text + images) to site. In the back end db will server the data and also calculates rankings of what to push to user based on complex algorithm on the fly real-time.

Our group is familiar with Java and Tomcat/MySQL. We can also easily learn/code in PHP/MySQL. What is the best suited platform for our purpose ? 

Though Java seem to be easy to implement for us I am afraid that hosting will be a bit difficult. I could find cloud based php hosting services (like rackspace cloudsites) at reasonable cost. Amazon EC2 is a bit over our heads to manage on day-to-day.

Also any recommendation on hosting ? (PHP or Java) We don't have millions in seed money but about $20K to start with.

Any advice on above or any thing in general approach is much appreciated.",java,php,hosting,startup,,02/27/2011 09:00:09,not a real question
3897693,10/09/2010 20:11:09,229535,12/11/2009 10:31:49,1598,49,Which tournament managment software for web-based tournaments?,"This is possibly borderline for stackoverflow, as it's not a direct programming question. But, I am looking for a suitable software as a starting point from which to continue programming my desired customizations, so I hope it's close enough.

Here are the requirements, for which I am looking for in a web-based tournament management software:

- Customizable: open-source would be perfect, otherwise at least needs to support plug-ins to support different kinds of sports/games/results/etc.
- Authentication: support for authenticated users that can be related to different tournaments as well as teams
- Runs mostly non-supervised: as the tournaments are web-based I'd like to give contestants the possibility to sign-up themselves (based on authentication system to reduce the spamming problem) and report results themselves. Result reports vary dramatically based on the actual tournament, hence, may require some result determination plug-ins. The goal is to reduce the required manual effort by administrators.
- Web interface: I am not interested in off-line tournament management software
- Active: If in any way possible I'd like to build upon software that is maintained and/or in active development

Some optional nice-to-have features would be:

- automatic bracket generation with selectable algorithms (round-robin, KO system, etc)
- visualizations (mainly brackets)
- statistics




I am asking this question after a few hours of researching alternatives I could find. I will list the tools here that I found and what is wrong with them for my purposes. Please feel free to help me improve my google-fu, or point out if I have overlooked something in my evaluations.

- open tournament system: looks roughly like what I had in mind, but never seems to have taken off and is unmaintained for almost half a decade now
- KMleague: also sounds nice, but doesn't appear to be maintained anymore (I couldn't get access to their forums for more information either. Never received the activation e-mail.) Maybe someone here knows it and whether it's worthwhile to check out the code as a starting point.
- In this [SO thread][1] I found Tourney logic and TournamentAPI, which both require off-line management of the tournaments. Additionally, the first is commercial and the latter hasn't released anything yet.

Several commercial products I quickly dismissed for their lack of customizability (most are strictly limited to a certain sport/game) and because all I came across where again off-line managed.


  [1]: http://stackoverflow.com/questions/1527185/any-tournament-apis-out-there",web-applications,tournament,language-agnostic,,,01/29/2012 16:10:00,not constructive
9520501,03/01/2012 16:55:08,897059,08/16/2011 16:05:00,74,9,How do you get the past tense of a verb?,"How do you get the past tense of a verb without using memory heavy NLP frameworks?

e.g. 

live to: lived

try to: tried

tap to: tapped

boil to: boiled


edit: I wrote something myself (stack overflow won't let me self answer) which seems to work: http://pastebin.com/yQCDDaz4",java,nlp,,,,03/02/2012 17:27:03,not constructive
8608937,12/22/2011 19:43:33,763600,05/21/2011 02:34:42,385,4,Objective-C: basic memory management. Ownership of object?,"I am looking through the Advanced Memory Management Programming Guide of Apple available at
http://developer.apple.com/library/ios/#documentation/Cocoa/Conceptual/MemoryMgmt/Articles/mmRules.html#//apple_ref/doc/uid/20000994-BAJHFBGH

For the following code:

      - (NSString *)fullName {
    NSString *string = [NSString stringWithFormat:@""%@ %@"",
                                 self.firstName, self.lastName];
    return string;
     }


""Following the basic rules, you don’t own the string returned by stringWithFormat:, so you can safely return the string from the method."", (therefore, do not have to release it) - the guide

Basic rule from another part of the guide: ""You create an object using a method whose name begins with “alloc”, “new”, “copy”, or “mutableCopy”"", (this makes you the owner)


So, who own the string?

Thanks",objective-c,memory-management,,,,,open
140680,09/26/2008 17:00:19,13009,09/16/2008 16:37:56,197,9,Firebug - Run multiline scripts on console or make new javascript file,"Is there a way in FireBug to start a new script file to apply to page?  Basically I want to do work like I'd normally do on the firebug console but be able to to paste in multi-line functionss, etc.  It doesn't seem like the console is amenable to that.",javascript,firebug,firefox,,,,open
6375378,06/16/2011 16:33:31,492516,10/31/2010 01:39:53,1,0,"Better choice: TextLayout or JTextComponent for an ""ellipse with editable text"" component?","If you've ever used Visio or a UML class diagram editor, you have an idea of what I'm trying to accomplish: Within a JFrame, users can add ellipses that enclose a small editable text field. These ellipses can be repositioned within the frame when the user drags them. Clicking on an ellipse causes the text to become editable: a carat appears, highlighting a substring is possible, etc.

I've got the basic structure set up: the 'ellipse' is a self-contained component, with methods called on it from the containing JFrame and its listeners. I've tried two approaches:

1. in the component's draw() method, use a TextLayout to find bounds, position the contained text within the ellipse, and draw it to the frame using TextLayout's draw(). This is fast. Dragging the components around in the JFrame, mouse-over and mouse-click behavior are all straightforward. However for the editing functionality it looks like I will need to write a lot of custom code to handle hit testing, carat positioning, text highlighting, line wrapping, etc.

2. having the component contain a reference to the containing JFrame, and adding or repositioning a TextComponent in that JFrame after drawing the ellipse. This has the advantage of all the built-in TextComponent behavior for editing and line wrapping. But the logistics are really sloppy, and positioning the TextComponent becomes messy too - especially when the user drags the component around.

I'm quite possibly thinking about this all wrong. Can anyone suggest a simple way to do this that I haven't yet stumbled across?
",swing,jtextcomponent,,,,,open
8431608,12/08/2011 13:19:28,275264,02/17/2010 13:30:47,48,5,What is it that you can't do in Spring?,"I am evaluating the use of XML configurations for our applications and I have some basic requirements as mentioned in [this stackoverflow link][1]


  [1]: http://stackoverflow.com/questions/8358791/how-to-create-java-objects-from-xml-tags-which-are-referring-each-other

As per that discussion, it seems my requirements can be met by JAXB or Spring (perhaps, I need to write lesser amount of code in Spring). But I am not convinced about using Spring since my requirements are expected to grow (which is true for every application not just mine :-))


Keeping that in mind, I am inclined to go with JAXB, so that I am able to extend my XML in any way I require. But as of now I am not able to think about the kind of use case where Spring will fail me.

Could someone please share their experience of some scenarios where Spring does not provide enough flexibility and scenarios where JAXB would be much much better off to use. 
",java,xml,spring,jaxb,,12/09/2011 01:14:02,not constructive
8105958,11/12/2011 16:55:30,938436,09/10/2011 17:30:47,16,2,setTimeOut didn't worked in $(document).ready(),"When I used the setTimeOut() in the document.ready function, it is not working. The following is the code that I have used:

    $(document).ready(function(){
      function abc{
        alert('Hi');
      }
      setTimeOut (abc, 2000);
    				 
    });

What did I missed ?

Thank you :)",javascript,jquery,html,,,11/12/2011 17:57:20,too localized
6801899,07/23/2011 16:54:18,683512,03/30/2011 07:57:08,117,1,"How does ""deep freeze"" works ?","as we all know there is a software called ""deep freeze"" which you probably know what it does.

Anyway, after some googling I noticed that kind of software(s) called sandboxing or virtualization software however, Im not quite sure since my further searches failed me.

So, here is my question:

How does deepfreeze actually works ? If it were making image of everything in computer(its called virtualization I guess) it would take so much space. If it were creating index of every file and checking them regulary, then it would make my computer ""freeze"".

So whats the magic ? How does it actually works ? does it realize when I download files by some way ?",c#,windows,virtualization,sandboxing,deepfreeze,07/23/2011 17:18:27,not a real question
5507225,03/31/2011 22:38:52,657142,03/13/2011 02:28:49,20,0,How do i secure this PHP script?,"I'm worried about sql injection, so how do i prevent it?
I'm using this script but have had several people tell me its very insecure, if anyone can help by telling me how it would be great :).

source code:

    if(isset($_POST['lastmsg']))
    {
    $lastmsg=$_POST['lastmsg'];
    $result=mysql_query(""SELECT * FROM updates WHERE item_id<'$lastmsg' ORDER BY item_id DESC LIMIT 16"");
    $count=mysql_num_rows($result);
    while($row=mysql_fetch_array($result))
    {
    $msg_id=$row['item_id'];
    $message=$row['item_content'];
   ",php,security,sql-injection,,,,open
9470377,02/27/2012 18:41:10,1051935,11/17/2011 13:53:05,128,0,Application crashing with segue identifier in UITableViews,"I am trying make a segue call in a tableview , but the application crashes when I click on the cell ...

    -(void)tableView:(UITableView *)tableView didSelectRowAtIndexPath:(NSIndexPath *)indexPath{
       
           switch (indexPath.row){
            case 0:
                [self performSegueWithIdentifier: @""segue1"" sender: self];
                break;
            case 1:
                [self performSegueWithIdentifier: @""segue2"" sender: self];
                break;
            case 2:
                [self button1];
                break;
            case 3:
                [self button2];
                break;  
    }

case 2 and 3 work perfectly fine , but case 0 and 1 crash with the following green error :

    thread 1:Program received signal ""SIGBART"".

thanks",objective-c,xcode4.2,storyboard,segue,,,open
9363393,02/20/2012 15:13:31,79455,03/18/2009 11:54:26,1510,58,good looking docbook title page for design documents,"I am looking for a good looking PDF title page for (software) design or technical documents using docbook. The title page should use the layout commonly used by these documents with revision history, copyright notice at the bottom etc. 
The default book title page does not include revision history or authors e-mail addresses.

I know I can do this myself but to get it right and good looking will take a lot of effort and learning how docbook and FO works. Since others probably also use docbook I was wondering if they are willing to share their templates and configuration xsl. 

I tried to google for it I could not find a complete example of a good looking title page.",docbook,design-documentation,,,,,open
9796604,03/20/2012 23:34:28,129195,06/26/2009 04:27:31,10422,714,Public holiday web service,"I've looked at;

http://stackoverflow.com/questions/6567554/public-holiday-syndication-feed-service

http://stackoverflow.com/questions/59934/national-holiday-web-service

But does anyone know of a WebService or Syndication for Australian Public Holidays?",c#,web-services,syndication-feed,holidays,,03/21/2012 06:35:35,too localized
6066536,05/20/2011 01:16:41,753726,05/14/2011 15:20:16,18,0,Why my Facebook Profile can't be viewed (found) from logged out?,"While i'm logged out, my Facebook Profile **can not** be seen then.<br>
I just wanna let others see me when i give them my link.<br><br>
All others Facebook Profiles can be viewed without login.<br>
I mean, for example you can see yourself:

    https://www.facebook.com/xxxxxxxxxxxxxxx

<br>For my profile, it is showing like:

> This content is currently unavailable!<br>
The page you requested cannot be displayed right now. It may be temporarily unavailable, the link you clicked on may have expired, or you may not have permission to view this page. 

What privacy tweak should i do?",facebook,profile,privacy,,,05/20/2011 12:45:43,off topic
